"","x"
"1537","@anjalikristian9 @realDonaldTrump @Cabinet @WhiteHouse Well God Bless you, my prayer for the world is that everyone… https://t.co/qH7cyCImhY"
"1538","@carladgirl @smokemdanno @maggiegosia @Karandan0 @EBAchitown @RodneyH20797762 @FoxNews @realDonaldTrump @WhiteHouse How trumpian."
"1539","@SandbackaEmilia @shelley_bean60 @WhiteHouse @NSCsafety How so? I am genuinely curious."
"1540","@WhiteHouse @KellyannePolls @DHSgov Kellyanne still time for rehab meth and crack kills"
"1541","@IamTraci969 @GregoryRoth7 @NancyPelosi @POTUS44 Now the fun one.  His exact words where there were many good peopl… https://t.co/Gh6I105Y57"
"1542","@WhiteHouse  https://t.co/LkAlccsYsX"
"1543","@realDonaldTrump @seanhannity @WhiteHouse https://t.co/LkwhCDjFpl"
"1544","@shelley_bean60 @SandbackaEmilia @WhiteHouse @NSCsafety I hear you. But honestly, there has to be a better alternat… https://t.co/COSbtPFj6q"
"1545",".@POTUS .@realDonaldTrump
.@WhiteHouse 
https://t.co/wFDP1uV40w"
"1546","@WhiteHouse Let’s see. No need to control guns because they are mentally sick, evil, they will kill anyway. Why no… https://t.co/ltdUF1Jq89"
"1547","<ed><U+00A0><U+00BD><ed><U+00B3><U+00B7> Absolutely horrific pictures coming out of #Douma.

#Syria #DoumaSuffocating #DoumaMassacre @realDonaldTrump… https://t.co/7gbklrVyno"
"1548","Hey @WhiteHouse @DHSgov put me on the list. I’m not a journalist but I am a dissenter of the #TrumpCorrupt administ… https://t.co/STw9MeJJp5"
"1549","@WhiteHouse
Area of atrocity is the one where terrorists supported by US control.
And they had used the chemical we… https://t.co/K0xnbZR5OV"
"1550","@SputnikInt @WhiteHouse @realDonaldTrump obviously this was going to happen straight from and usa playbook to destroy another country."
"1551","In what state of mind do you have to be to even remotely think a President would fire his security detail and barri… https://t.co/pua4GQZU4y"
"1552","@FaceTheNation @SenJohnKennedy What does this scolding accomplish, Senator? Nothing. This 
attitude flourishes in t… https://t.co/07KuejuI8c"
"1553","@MrEdTrain @dwarner_60 @POTUS @WhiteHouse You know, I'm 66 and am just realizing that some of the reporters of my y… https://t.co/MijcA5XFxY"
"1554","@StephenAtHome @colbertlateshow
@realDonaldTrump @FLOTUS @IvankaTrump @EricTrump @WhiteHouse @GOP @GOPChairwoman… https://t.co/8CIu0i0xa2"
"1555","@EccEveryday @jack @YouTube @Twitter We need the Internet Bill of Rights.https://t.co/BgOCOXYtnc"
"1556","@WhiteHouse Using the deaths of thousands to downplay gun violence. Stay classy WH. That's like comparing apples and iPads"
"1557",".@POTUS reiterated his support for ICBA-advocated legislation to provide community bank regulatory relief. At a tax… https://t.co/2xartK7BhM"
"1558","@WhiteHouse Dems and liberals have proven ""you can't stop stupid"" your just going to have to cut off the drug supply."
"1559","Watching the news clips of innocent people scrubbing their skin off with running water after a chemical attack in S… https://t.co/z7i811IvqL"
"1560","@TGowdySC @GOPLeader @LindseyGrahamSC @SenateMajLdr @JohnCornyn @RandPaul @ChuckGrassley @senorrinhatch @WhiteHouse… https://t.co/wE2Zs1OHRm"
"1561","https://t.co/QrPIupSig2 SESTA/FOSTA went under the radar in the last month - folks who are sex workers rely on webs… https://t.co/5aXug412YQ"
"1562","@WhiteHouse Life has taken such a dive here in America it may double next year.  Have to do something to deal with the crazy crap."
"1563","@WhiteHouse @PressSec @RealDonaldTrFan @GOP &lt;----Guilty as charged. @abcnews @NBCNews @CBSNews @CNN @nytopinion… https://t.co/tU0KcXsb8D"
"1564","@walks_o @kmjdu @FLOURNOYFarrell @Agitate1865 @Natashasjam @VestigesLCRI @GDThor1 @DJergentz @Coco_Wms @18TruckaMan… https://t.co/dea1mpLLcZ"
"1565","@TerryLambert201 @realDonaldTrump @POTUS @WhiteHouse @dbongino @DonaldJTrumpJr @trumpology @RealJamesWoods… https://t.co/HKBDFZdWkT"
"1566","@page88 By our president do you mean the current occupant of the Whitehouse or GWB?"
"1567","@LatviaInstitute @Lithuania https://t.co/Rhpji7vpA5"
"1568","@WhiteHouse So just fucking be honest and remove cannabis from the schedule !!! #lettheairout"
"1569","Omgoodness! Someone stand up to this #POTUS @realDonaldTrump
PLEASE! @WhiteHouse @thejointstaff @DeptofDefense @GOP… https://t.co/QOZICkoY3l"
"1570","@Estes1673 @CarlLaManna @WhiteHouse That’s what happens when we are addicted to Koolaid. Can’t reasoning."
"1571","@Banks_Todd @JeffreyGuterman @WhiteHouse @SecretService @realDonaldTrump"
"1572","@jooowtodd @motorcity_mark @realDonaldTrump Stop. You know very well what Donald Trump wants. His Whitehouse has tr… https://t.co/S9E55srBVJ"
"1573","How Putin succeeded
#DrainTheSwamp #Swamp #PruittMustGo #Pruitt #EPA #Carson #Nunes #Corruption #TrumpGate… https://t.co/BZejUnfviT"
"1574","@TielleTea @patobrien236 @justice69hall @DeplorableWade @ChristinesHaven @TrumpChess @Rhonj86 @Rambobiggs… https://t.co/xsBNW22ndX"
"1575","Repeal/stop FOSTA NOW!!! https://t.co/YhoPlKa52g"
"1576","@billfdrums @ABC How? Syria is using chemical weapons. The barrel bomb was dropped from their army's helicopter. Tr… https://t.co/TRdhxOB7T7"
"1577","#QAnon mentioned this yesterday. https://t.co/hBqwwbZpUK"
"1578","The EPA oversees pollution of air, water &amp; land; guess Trump likes living in a landfill. Pruitt's failures are the… https://t.co/ngr4oOw3iL"
"1579","<ed><U+00A0><U+00BD><ed><U+00B2><U+0090><U+2600><U+FE0F>GOOD SUNDAY MORNING!<U+2600><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+0090>

UPDATED LIST OF #FOSTA #SESTA as of this morning

<ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>Sites Gone https://t.co/BOgdRlItPH… https://t.co/W7xyHVcxTD"
"1580","@hikergal333 @POTUS @ASPCA @WhiteHouse @SenateGOP @HouseGOP @realDonaldTrump just reduced the rating for the Humane… https://t.co/T2PznV7dic"
"1581","@CarlLaManna @Estes1673 @WhiteHouse Where there are consumers, there will always be sellers. Educated the people."
"1582","@realDonaldTrump @WhiteHouse @POTUS you’re so Fuckin jealous of President OBama! You will never be a great presiden… https://t.co/UEVPiWI655"
"1583","Obama is not a fool or a war monger. He knew Assad was not using the chemicals. The rebels were using it. Now there… https://t.co/h2hVIs1NBX"
"1584","Seeing the number of signatures jump up makes me smile! Keep sharing! Rt on your vanilla account. Text it to your f… https://t.co/xi8AKDldFv"
"1585","These people are true Americans and are our very best. How is it we the very worst now occupying the Whitehouse? Ho… https://t.co/x2FecOaBsz"
"1586","@realDonaldTrump @CAAUSORG @WhiteHouse CAA love you!"
"1587","Prediction @larrykudow will spend most of the week in the Whitehouse driveway again."
"1588","The EPA oversees pollution of air, water &amp; land; guess Trump likes living in a landfill. Pruitt's failures are the… https://t.co/P6pV1jDwOQ"
"1589","@realDonaldTrump @WhiteHouse @GOP @SenateGOP @SpeakerRyan @SenateMajLdr @HouseGOP @DevinNunes @ConawayTX11… https://t.co/bjv6Y9jT4H"
"1590","@ICEgov is out of control. #Mattis @WhiteHouse need to reign them in or they will be shut down next January.… https://t.co/1RMG31i4x2"
"1591","80' CLOSE - Elliott Whitehouse isn't far away from a second goal as his acrobatic effort flies over the crossbar #Imps 1-0 Lincoln."
"1592","80' OVER!

Acrobatic effort from Whitehouse goes beyond Henderson's goal.

<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> 1-0 <ed><U+00A0><U+00BD><ed><U+00B4><U+00B5>

#CheckatradeTrophyFinal https://t.co/E5LzzGkfZZ"
"1593","@mitchellvii @aFriendlyBear I hope @realDonaldTrump will FINALLY #Deport the Over 1Million… https://t.co/LjBMdAlUPr"
"1594","79' Audacious effort from Whitehouse just goes over the bar. #LincImps"
"1595","<ed><U+00A0><U+00BE><ed><U+00B4><U+00AA>@realDonaldTrump @WhiteHouse @GOP @SenateGOP @SpeakerRyan @SenateMajLdr @HouseGOP @DevinNunes @ConawayTX11… https://t.co/erTmkROLFh"
"1596","TheViralBlogCorry: Article from https://t.co/LMGy2xXUoZ https://t.co/i3AsrY0wiw"
"1597","80 - acrobatic shot from Whitehouse but ball sails over Henderson's bar 0-1 #salop #CheckatradeTrophyFinal"
"1598","80' Really good acrobatic effort from the impressive Whitehouse, he beats bolton to it but helps over."
"1599","80: Acrobatic effort from Whitehouse, who has been Lincoln's star man this afternoon, but it's over the bar #salop 0-1"
"1600","@bosslady2898 @bmacdsst @Gary_ARSP @CitizensFedUp @BklynDin @ooshdesign @shuboogie @freeandclear1 @AsperGirl… https://t.co/DL3hpPgLKK"
"1601","@FLOTUS @WhiteHouse Your husband has fucked hundreds of women since your marriage."
"1602","@abd_alwakel @WhiteHouse This needs to stop"
"1603","@realDonaldTrump @CAAUSORG @KerstiKaljulaid @Grybauskaite_LT @Vejonis @WhiteHouse CAA love you!"
"1604","VERY LOW IQ !! MUST HANG OUT WITH THE LOWEST IQ @RepMaxineWaters HER IQ IS IN THE TOILET!! MAD MAXIE AND HER JAMES… https://t.co/DEdJKUOlZ2"
"1605","Freya Mavor &amp; Josh Whitehouse in Trailer for 'Modern Life is Rubbish' https://t.co/IRzVhfO6AX #movies"
"1606","Repeal/stop FOSTA NOW! Please sign the petition. Thanks. https://t.co/Z0TTIxAarr"
"1607","@WhiteHouse Funny you would try to diminish gun violence by comparing opiod semi-voluntary addiction to unwitting v… https://t.co/LM3dFFa0xQ"
"1608","Inside the #WhiteHouse #BibleStudy group — https://t.co/MtA5mQ9MlW
Preaching the Gospel of 'biblical #capitalism,'… https://t.co/pPl9fmfnSj"
"1609","2013 @realDonaldTrump:

@WhiteHouse @GOP @SenateGOP @PressSec @SpeakerRyan @SenateMajLdr @HouseGOP @DevinNunes… https://t.co/U5kcliIJ5j"
"1610","Dear @FoxNews @foxandfriends Please FIRE the weekend producer/headline writer who thinks nearly every headline ever… https://t.co/k6NbD1yHhJ"
"1611","@WhiteHouse Protest: No Justice No Peace!!!! Thewizonodd"
"1612","@buzzman888 @WhiteHouse @POTUS Red flag"
"1613","@DavidWitz @WhiteHouse Dam lol"
"1614","@WhiteHouse God bless too Mr President"
"1615","@TheBillyMurray @WhiteHouse Yay! And at the same time I pray my children are safe. Imagine how @POTUS  feels… https://t.co/Grm0nplTCE"
"1616","@PetyaLB I hate her and Mary Whitehouse so much."
"1617",".@realDonaldTrump @WhiteHouse @SenateMajLdr @SpeakerRyan @thejointstaff @DeptofDefense @DHSgov @NSAGov… https://t.co/Dqdu9opn0T"
"1618","A new red line? Precarious territory for USA. @realDonaldTrump @trumps_feed @WhiteHouse @PressSec Why does… https://t.co/PdX4jqcYzj"
"1619","@limeydevl @marymuldoon558 @DiamondandSilk @Sheindie What became of those incidents? Hmmm I do know trump insulted… https://t.co/vGNjc07z7V"
"1620","Thread! @realDonaldTrump @WhiteHouse @GOP @SenateGOP @SpeakerRyan @SenateMajLdr @HouseGOP @DevinNunes @ConawayTX11… https://t.co/rQiyvK0eoI"
"1621","#Miami #Chicago #Tennessee #Washington #Maryland #NewYork #Mississippi #Atlanta #OhioState #California… https://t.co/WA25cE3lDs"
"1622","@Estes1673 @CarlLaManna @WhiteHouse Saving people from getting hit in the head by Mex rapists throwing drugs over p… https://t.co/3x0OiSRMVV"
"1623","I don't know, call me crazy, but Oklahoma is a GOP Shit-Hole.......@ANHQDC @foxnewspolitics @CNNPolitics… https://t.co/0hgu0XL71n"
"1624","@MrEdTrain @POTUS @WhiteHouse  https://t.co/CPl92Ye63M"
"1625","@FLOTUS @MELANIATRUMP @WhiteHouse @BGCGW Frump's old turnip."
"1626","@Raymoz50 @B_rightNewsCorp @realDonaldTrump @POTUS @WhiteHouse Yup, I don't think that people like you are American… https://t.co/Pjj8Rpa6d7"
"1627","@WhiteHouse @Hersh61M Thank you President Trump!"
"1628","Send him a message he'll recognize. 

@realDonaldTrump @WhiteHouse https://t.co/SFzxqtkF3T"
"1629","@WhiteHouse @PressSec @POTUS https://t.co/zMdp2nvZsR"
"1630","Hey @JeffreyGuterman. The internet is forever. Here's an image of your deleted tweet.

@whitehouse @secretservice https://t.co/rzC3ZViexM"
"1631","@realDonaldTrump @WhiteHouse @GOP @SenateGOP @SpeakerRyan @SenateMajLdr @HouseGOP @DevinNunes @ConawayTX11… https://t.co/T6qOKdr4fi"
"1632","@POTUS @WhiteHouse https://t.co/TEYbZVZFZj"
"1633","@WSJ No. We will take the homeless and people on welfare and put them to work. And we have robots with AI.… https://t.co/YxgT3Bcuyr"
"1634","No matter how big your pants &amp; diaper get Trump, China will not cow-tow to your bullying.
You will NEVER be a good… https://t.co/S7PhkUGCYK"
"1635","@WhiteHouse Why in Gods name does CNN Jim Acosta still have his press creds. So sad we tune in to hear positive new… https://t.co/zpWDHs9n4o"
"1636","@WhiteHouse https://t.co/WwjGCpDAZo"
"1637",".@ChuckGrassley @POTUS @realDonaldTrump @SecNielsen @DanScavino @StephenMillerAL @PressSec @WhiteHouse"
"1638","@AHamiltonSpirit #Trump trusts all these scumbag #CommiesLovers . His cabinet and businesses are lousy with them. I… https://t.co/rMtPCskE2R"
"1639","@realDonaldTrump @ashishchauhan @The_Nation @1st @Plicy @as @adopted @By @narendramodi @PMOIndia @rather @take… https://t.co/l7RFyBk2sp"
"1640","#FOSTA Sign petition to repeal/stop FOSTA today  #stopfosta now #SESTA

https://t.co/idR2TGmViY"
"1641","@JackPosobiec Similar to the Brazilian president scenario it is. Marine 1 will just land on the @WhiteHouse lawn an… https://t.co/bvunIVTsDo"
"1642","@HunterDan164 @kygirl4267 @judales @kingcody2000 @NJAInteriors1 @The_UnSilent_ @realDonaldTrump That's not even to… https://t.co/4RfzvNGs6F"
"1643","@realDonaldTrump More empty words but you do like Alliteration don’t you? What could be your alliterative nickname?… https://t.co/jYl6hu74hl"
"1644","All the horrific things @realDonaldTrump said about Hillary have surfaced in the @WhiteHouse, WITH HIM. https://t.co/FBZePB2MuX"
"1645","@lduck623 @KRISTINESIORDIA @WhiteHouse This will explain it for you.
https://t.co/X364yyskX8"
"1646","@VP @POTUS its against the law to have bible meetings in the whitehouse
what happened to separation of church and state"
"1647","Slum landlord! @realDonaldTrump @WhiteHouse @GOP @SenateGOP @SpeakerRyan @SenateMajLdr @HouseGOP @DevinNunes… https://t.co/hNwFrr4iap"
"1648","@SpeakerRyan @SouthwestAir @CCFortWorth @RepKevinBrady Why don't you do your job and get Scott Pruitt and the rest… https://t.co/6wuhf3pdXs"
"1649","I guess I made a statement as Head Master of WDS ... @WhiteHouse ?"
"1650","No matter how big your pants &amp; diaper get Trump, China will not cow-tow to your bullying.
You will NEVER be a good… https://t.co/5zVEVMbOYO"
"1651","#RWNJ #ChristianFarRight #Hypocrites=@SenateGOP @HouseGOP @GOP @WhiteHouse @realdonaldtrump @POTUS #TeaParty @RNC… https://t.co/syn6mPCxew"
"1652","@realDonaldTrump So why in the name of all that is Holy did you express an invitation to Putin to come see you at t… https://t.co/1q7beptS3m"
"1653","@ltgrusselhonore @WhiteHouse @EPAScottPruitt It is a twilight zone, Sir. There is nothing normal going on at the to… https://t.co/dpkovWPwvY"
"1654","I agree, Will. 
@WhiteHouse @VP @SenateMajLdr @SpeakerRyan @DeptofDefense @thejointstaff @GOP @HouseGOP @SenateGOP… https://t.co/VIlUyUprKD"
"1655","@MeetThePress Only idiots who used “fake News “ term was Hitler, Putin, Trump .... I’ll let you decide if that’s a… https://t.co/KbMzKP4x3V"
"1656","How about the racist whitish orange guy loitering around the Whitehouse grounds - law enforcement just looks the ot… https://t.co/QEZg37dPnx"
"1657","@WhiteHouse song ""Come On Monica"" https://t.co/83uAW6Wj2P"
"1658","@CarlLaManna @WhiteHouse Yes, and how many of us have seen self righteous, stingy deplorables complain about the co… https://t.co/dJRekbD0vW"
"1659","Just remember the criminals in the Whitehouse and Congress can spend our money at will but can't fund mental health… https://t.co/Nw4ubrumgM"
"1660","Great comparison #Smart &amp; #Dumb @FLOTUS @WhiteHouse https://t.co/c0wCk0K4Hc"
"1661","@Heathy4u @WhiteHouse When did expecting people to obey the law become racist."
"1662","@DonteDahOne @MillennialStorm @VikingBearGod @t0lerantparad0x @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/R0eESU2YmM"
"1663","@realDonaldTrump @WhiteHouse @GOP @SenateGOP @SpeakerRyan @SenateMajLdr @HouseGOP @DevinNunes @ConawayTX11… https://t.co/FnaLYte4x6"
"1664","@FoxNews @KatrinaPierson @MichelleObama @HillaryClinton @WhiteHouse Previous Presidents &amp; First Ladies have profess… https://t.co/2btBuNJ9iu"
"1665","@realDonaldTrump PKK-PYD-YPJ-DSG 
Etc
terör örgütlerini silahlandirip
egitip
ordu kurabilecegini sanarak izledigin… https://t.co/WScp05lkwg"
"1666","@FoxNews @BretBaier @realDonaldTrump @DeptofDefense  @WhiteHouse IMO key issue is to end 1.500 Army of Islam Jihad… https://t.co/gTyTrJPToV"
"1667","@POTUS @RealDonad_Trump @WhiteHouse @SenateGOP @HouseGOP @GOP @DOJPH @DOJBJA
 Misappropriation of Millions of Taxpa… https://t.co/eGUf6nNpYg"
"1668","@MrEdTrain @realDonaldTrump @WhiteHouse @GOP @PressSec @KellyannePolls And the ACLU."
"1669","@POTUS @WhiteHouse @IvankaTrump @IvankaTrumpHQ @MELANIATRUMP @DonaldJTrumpJr @EricTrump https://t.co/OeOd2i7uf4"
"1670","@DonteDahOne @LockDemsUp @VikingBearGod @t0lerantparad0x @loudmouthdad @JoanneColombo @1_bammom @joshdcaplan… https://t.co/srGlbHRiGk"
"1671","@realDonaldTrump @WhiteHouse @PressSec @VP @SpeakerRyan @SenateMajLdr 
Now u ppl make the comparison! https://t.co/Hk6HWEvKU7"
"1672","@WhiteHouse @realDonaldTrump @VP https://t.co/oZU08vooC7"
"1673","@VP @POTUS @realDonaldTrump @WhiteHouse There is really only one solution to everything. It is; get yourself ‘in ge… https://t.co/jCCHHpP010"
"1674","@LaxBeav @TomFarr1961 @paulsperry_ https://t.co/d4H9tLOnJO"
"1675","@SputnikInt @WhiteHouse @BarackObama @realDonaldTrump Like the #Libyan disaster ended! Please, who's the President of Libya?"
"1676","@WhiteHouse I opened this websight to give permission to build the new technolegy ideas I just gave you.
**==
Not b… https://t.co/uRidqLLv06"
"1677","@WhiteHouse #Addiction is a personal choice! the innocent kids in school like #StonemanDouglas &amp; #SandyHook had no… https://t.co/wYjxlFzld4"
"1678","@Kevinmadkins3 @wordpressdotcom Whitehouse investigation unknown????"
"1679","@PressSec @WhiteHouse LOCK HIM UP!!!
Senator: Pruitt security included Disneyland, Rose Bowl trips https://t.co/AxCyLKXwSi"
